Make_Model,Price,Mileage,Fuel,Age,Previous_Owners,Horsepower,Gearing_Type,Displacement,Drive_Chain
Audi A3,18980.0,27142.9,Diesel,2.0,1.0,81.0,Manual,1461.0,front
Audi A3,18925.5,39999.9,Diesel,2.0,1.0,81.0,Manual,1598.0,front
Audi A3,19700.0,12890.0,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,19690.0,14990.0,Benzine,2.0,2.0,85.0,Manual,999.0,front
Audi A3,20787.0,38999.9,Diesel,2.0,1.0,81.0,Manual,1598.0,front
Unknown,19948.5,13076.0,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Unknown,19490.0,44399.9,Diesel,2.0,1.0,81.0,Manual,1461.0,front
Audi A3,19490.0,44199.9,Diesel,2.0,1.0,85.0,Manual,1461.0,front
Audi A3,19480.0,55399.8,Diesel,2.0,1.0,81.0,Manual,1598.0,front
Audi A3,20733.7,18000.0,Benzine,2.0,1.0,85.0,Manual,999.0,front
Audi A3,19450.0,22101.9,Diesel,1.0,1.0,85.0,Manual,1461.0,front
Audi A3,19846.2,38973.9,Diesel,2.0,1.0,110.0,Manual,1968.0,front
Audi A3,20787.0,13259.0,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,19500.0,25999.9,Benzine,1.0,1.0,85.0,Manual,999.0,front
Audi A3,19948.5,29666.9,Diesel,2.0,2.0,81.0,Manual,1461.0,front
Audi A3,19499.0,28555.9,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,19499.0,28873.9,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,19500.0,23643.9,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,19499.0,30399.9,Diesel,2.0,1.0,85.0,Manual,999.0,front
Audi A3,19938.3,9335.0,Diesel,2.0,1.0,85.0,Manual,999.0,front
Audi A3,19836.0,4221.0,Benzine,1.0,1.0,85.0,Manual,1461.0,front
Audi A3,19000.0,49999.9,Diesel,2.0,1.0,81.0,Manual,1598.0,front
Audi A3,20254.0,47999.9,Diesel,2.0,1.0,81.0,Manual,1598.0,front
Audi A3,19000.0,56999.8,Diesel,2.0,2.0,110.0,Manual,1461.0,front
Audi A3,19733.7,27984.9,Benzine,2.0,1.0,85.0,Manual,1461.0,front
Audi A3,19290.0,28167.9,Diesel,2.0,1.0,85.0,Manual,1461.0,front
Audi A3,19290.0,27984.9,Diesel,2.0,1.0,85.0,Manual,999.0,front
Audi A3,20563.1,28167.9,Benzine,2.0,1.0,85.0,Manual,999.0,front
Audi A3,19641.6,13300.0,Diesel,2.0,1.0,85.0,Manual,1598.0,front
Audi A3,19641.6,23189.9,Diesel,2.0,1.0,85.0,Manual,999.0,front
Audi A3,19334.7,36347.9,Diesel,2.0,1.0,81.0,Manual,1461.0,front
Audi A3,18900.0,36347.9,Diesel,2.0,1.0,85.0,Manual,1598.0,front
Audi A3,20147.4,32653.9,Diesel,2.0,2.0,85.0,Manual,1598.0,front
Audi A3,18900.0,66999.8,Diesel,2.0,1.0,81.0,Manual,1598.0,front
Audi A3,19334.7,29999.9,Benzine,2.0,1.0,85.0,Manual,1461.0,front
Audi A3,20147.4,35499.9,Diesel,2.0,1.0,85.0,Manual,1461.0,front
Audi A3,19334.7,25399.9,Benzine,2.0,1.0,85.0,Manual,999.0,front
Unknown,18980.0,23967.9,Diesel,2.0,1.0,85.0,Manual,1461.0,front
Audi A3,18980.0,26273.9,Diesel,2.0,1.0,85.0,Manual,1598.0,front
Audi A3,18950.0,36899.9,Diesel,2.0,1.0,110.0,Manual,1968.0,front
Audi A3,19385.9,62602.8,Diesel,2.0,1.0,81.0,Manual,1461.0,front
Audi A3,19385.9,62602.8,Diesel,2.0,1.0,81.0,Manual,1598.0,front
Audi A3,19385.9,24999.9,Diesel,2.0,1.0,85.0,Manual,1598.0,front
Audi A3,19426.8,19804.9,Benzine,2.0,1.0,85.0,Manual,999.0,front
Audi A3,18899.0,51375.9,Diesel,2.0,2.0,110.0,Manual,1461.0,front
Audi A3,19426.8,19804.9,Diesel,2.0,1.0,85.0,Manual,999.0,front
Audi A3,18499.0,29499.9,Diesel,2.0,1.0,81.0,Manual,1461.0,front
Audi A3,18500.0,31149.9,Benzine,2.0,1.0,110.0,Manual,1461.0,front
Audi A3,18500.0,17419.9,Diesel,2.0,2.0,85.0,Manual,999.0,front
Audi A3,18490.0,19999.9,Benzine,2.0,2.0,92.0,Manual,1461.0,front
Audi A3,18450.0,44763.9,Diesel,2.0,1.0,85.0,Manual,1598.0,front
Audi A3,18840.0,57815.8,Diesel,2.0,1.0,85.0,Manual,1461.0,front
Audi A3,20040.8,42999.9,Diesel,2.0,1.0,81.0,Manual,1461.0,front
Audi A3,18790.0,13241.0,Diesel,2.0,1.0,85.0,Manual,999.0,front
Unknown,18618.6,19499.9,Diesel,2.0,1.0,85.0,Manual,1395.0,front
Audi A3,18790.0,78499.8,Diesel,2.0,1.0,81.0,Manual,1598.0,front
Audi A3,19188.0,29999.9,Diesel,2.0,1.0,81.0,Manual,1598.0,front
Audi A3,19188.0,86035.8,Diesel,2.0,1.0,85.0,Manual,1461.0,front
Audi A3,18000.0,31499.9,Diesel,2.0,1.0,85.0,Manual,1598.0,front
Unknown,17996.0,13000.0,Benzine,1.0,1.0,85.0,Manual,1461.0,front
Audi A3,18413.0,39500.9,Diesel,2.0,1.0,85.0,Manual,1598.0,front
Unknown,18408.9,43832.9,Benzine,2.0,1.0,85.0,Manual,999.0,front
Audi A3,17990.0,33329.9,Diesel,2.0,1.0,81.0,Manual,1461.0,front
Audi A3,18700.0,20791.9,Diesel,2.0,1.0,85.0,Manual,1598.0,front
Audi A3,19880.9,49884.9,Diesel,2.0,1.0,85.0,Manual,1598.0,front
Audi A3,17960.0,96099.7,Diesel,2.0,1.0,81.0,Manual,1598.0,front
Audi A3,19721.0,132999.6,Diesel,2.0,1.0,110.0,Manual,1968.0,front
Audi A3,18357.7,41889.9,Diesel,2.0,1.0,85.0,Manual,1461.0,front
Unknown,19774.3,24286.9,Diesel,2.0,1.0,81.0,Manual,1461.0,front
Audi A3,18311.7,32744.9,Diesel,2.0,1.0,86.0,Manual,1461.0,front
Audi A3,18270.8,43499.9,Diesel,2.0,1.0,81.0,Manual,1461.0,front
Audi A3,17810.0,36699.9,Diesel,2.0,1.0,85.0,Manual,1461.0,front
Audi A3,17780.0,97999.7,Diesel,2.0,1.0,110.0,Manual,1968.0,front
Audi A3,18403.8,19999.9,Benzine,2.0,1.0,92.0,Manual,1598.0,front
Audi A3,17990.0,25999.9,Diesel,2.0,1.0,81.0,Manual,1598.0,front
Audi A3,19166.7,23967.9,Diesel,2.0,1.0,85.0,Manual,1598.0,front
Audi A3,18393.5,51346.9,Diesel,2.0,1.0,110.0,Manual,1461.0,front
Audi A3,18056.0,34399.9,Diesel,2.0,1.0,81.0,Manual,1461.0,front
Audi A3,17590.0,34649.9,Diesel,2.0,1.0,81.0,Manual,1598.0,front
Audi A3,17440.0,25849.9,Diesel,2.0,2.0,81.0,Manual,1598.0,front
Audi A3,17428.0,70782.8,Diesel,2.0,1.0,81.0,Manual,1598.0,front
Unknown,17790.0,43799.9,Diesel,2.0,1.0,81.0,Manual,1598.0,front
Unknown,17390.0,31069.9,Diesel,2.0,1.0,85.0,Manual,1598.0,front
Unknown,17250.0,57899.8,Diesel,2.0,1.0,85.0,Manual,1461.0,front
Audi A3,17220.0,50437.9,Diesel,2.0,1.0,85.0,Manual,1461.0,front
Unknown,17073.9,68999.8,Diesel,2.0,1.0,85.0,Manual,1461.0,front
Audi A3,16550.0,45559.9,Diesel,2.0,1.0,81.0,Manual,1598.0,front
Audi A3,16500.0,60101.8,Diesel,2.0,1.0,85.0,Manual,1461.0,front
Audi A3,16500.0,109999.7,Diesel,2.0,1.0,81.0,Manual,1598.0,front
Unknown,16500.0,66713.8,Diesel,2.0,1.0,81.0,Manual,1598.0,front
Audi A3,16000.0,59999.8,Benzine,2.0,1.0,81.0,Manual,1197.0,front
Audi A3,16290.0,68020.8,Diesel,2.0,1.0,85.0,Manual,1598.0,front
Audi A3,16980.0,49995.9,Diesel,2.0,1.0,85.0,Manual,1598.0,front
Audi A3,16900.0,106999.7,Diesel,2.0,1.0,85.0,Manual,1461.0,front
Unknown,20153.1,15.0,Benzine,2.0,1.0,85.0,Manual,999.0,front
Audi A3,19800.0,37591.9,Diesel,1.0,0.0,85.0,Manual,1598.0,front
Audi A3,20252.3,114549.7,Diesel,2.0,1.0,85.0,Manual,1461.0,front
Unknown,19790.0,17499.9,Diesel,2.0,1.0,85.0,Manual,999.0,front
Audi A3,19790.0,28094.9,Benzine,2.0,1.0,85.0,Manual,999.0,front
Audi A3,20224.7,28864.9,Diesel,2.0,1.0,85.0,Manual,999.0,front
Audi A3,20194.0,55378.8,Diesel,2.0,1.0,110.0,Manual,1968.0,front
Unknown,22971.0,6698.0,Diesel,1.0,1.0,85.0,Automatic,1461.0,front
Audi A3,23200.0,22783.9,Diesel,1.0,1.0,85.0,Automatic,1598.0,front
Audi A3,20357.7,30260.9,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,20765.9,9800.0,Benzine,1.0,1.0,85.0,Manual,999.0,front
Audi A3,19990.0,16000.0,Benzine,2.0,1.0,85.0,Manual,999.0,front
Audi A3,20398.6,26489.9,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,19900.0,18000.0,Diesel,1.0,1.0,85.0,Manual,1461.0,front
Audi A3,19900.0,16000.0,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Unknown,19900.0,16000.0,Diesel,1.0,1.0,85.0,Manual,1461.0,front
Audi A3,21213.4,20999.9,Diesel,1.0,1.0,85.0,Manual,1461.0,front
Audi A3,20664.6,19499.9,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,20357.7,18000.0,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,23400.0,24185.9,Diesel,1.0,1.0,85.0,Automatic,1598.0,front
Unknown,23500.0,13839.0,Diesel,1.0,1.0,85.0,Automatic,1598.0,front
Audi A3,23733.6,7860.0,Diesel,1.0,1.0,85.0,Automatic,1598.0,front
Audi A3,23200.0,7860.0,Diesel,2.0,1.0,85.0,Automatic,1461.0,front
Audi A3,23480.0,2267.0,Diesel,1.0,1.0,85.0,Automatic,1461.0,front
Audi A3,23490.0,5156.0,Benzine,1.0,1.0,85.0,Automatic,999.0,front
Audi A3,25029.7,5778.0,Diesel,1.0,1.0,85.0,Automatic,1461.0,front
Audi A3,24009.8,5939.0,Diesel,1.0,1.0,85.0,Automatic,1598.0,front
Audi A3,23968.9,5025.0,Diesel,1.0,1.0,85.0,Automatic,1598.0,front
Audi A3,22900.0,21836.9,Diesel,1.0,1.0,85.0,Automatic,1598.0,front
Audi A3,22900.0,28499.9,Diesel,1.0,1.0,85.0,Automatic,1461.0,front
Audi A3,22900.0,7970.0,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,24304.8,22799.9,Diesel,1.0,1.0,85.0,Automatic,1598.0,front
Audi A3,22700.0,23899.9,Diesel,1.0,1.0,85.0,Automatic,1598.0,front
Audi A3,23211.9,17770.9,Diesel,1.0,1.0,85.0,Automatic,1598.0,front
Audi A3,22650.0,7727.0,Diesel,2.0,1.0,85.0,Automatic,1598.0,front
Audi A3,23000.0,9800.0,Diesel,2.0,1.0,85.0,Automatic,1598.0,front
Audi A3,22999.0,22419.9,Diesel,1.0,1.0,85.0,Automatic,1598.0,front
Audi A3,22999.0,11021.0,Diesel,2.0,1.0,85.0,Automatic,1598.0,front
Audi A3,22900.0,16000.0,Diesel,2.0,1.0,85.0,Automatic,1598.0,front
Audi A3,22500.0,28160.9,Diesel,1.0,1.0,85.0,Automatic,1461.0,front
Audi A3,22500.0,19839.9,Diesel,1.0,1.0,85.0,Automatic,1598.0,front
Audi A3,23985.0,20500.9,Diesel,1.0,1.0,85.0,Automatic,1598.0,front
Audi A3,22500.0,33230.9,Diesel,1.0,1.0,85.0,Automatic,1598.0,front
Audi A3,22500.0,19735.9,Diesel,1.0,1.0,85.0,Automatic,1598.0,front
Audi A3,22490.0,42259.9,Diesel,1.0,1.0,85.0,Automatic,1598.0,front
Unknown,22966.4,19250.9,Diesel,2.0,1.0,85.0,Manual,7769.257281012739,front
Audi A3,22440.0,4585.0,Benzine,1.0,1.0,85.0,Automatic,999.0,front
Audi A3,23771.8,12470.0,Diesel,1.0,1.0,85.0,Automatic,1598.0,front
Unknown,21472.8,41299.9,Diesel,2.0,1.0,85.0,Manual,1598.0,front
Audi A3,21841.1,18899.9,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,21450.0,9400.0,Diesel,1.0,1.0,85.0,Manual,1461.0,front
Audi A3,21000.0,14186.0,Diesel,1.0,1.0,85.0,Manual,1461.0,front
Audi A3,21984.3,15500.0,Benzine,1.0,1.0,85.0,Manual,999.0,front
Unknown,21299.0,15500.0,Diesel,1.0,1.0,85.0,Manual,999.0,front
Audi A3,21500.0,17000.0,Diesel,1.0,1.0,85.0,Manual,1461.0,front
Audi A3,22919.0,20299.9,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,21994.5,16799.9,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,21994.5,22110.9,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,21500.0,4103.0,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,21500.0,28038.9,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,21500.0,12000.0,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,21994.5,27999.9,Diesel,1.0,1.0,85.0,Manual,1461.0,front
Audi A3,21500.0,26891.9,Diesel,1.0,1.0,85.0,Manual,1461.0,front
Audi A3,21994.5,25909.9,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,21490.0,6600.0,Benzine,1.0,1.0,85.0,Manual,999.0,front
Audi A3,21984.3,15000.0,Benzine,1.0,2.0,85.0,Manual,999.0,front
Unknown,21480.0,11279.0,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Unknown,21687.6,27673.9,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,21480.0,18499.9,Diesel,1.0,1.0,85.0,Manual,999.0,front
Audi A3,21483.0,18000.0,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,21974.0,22699.9,Diesel,1.0,1.0,110.0,Manual,1968.0,front
Audi A3,21480.0,7780.0,Diesel,1.0,1.0,85.0,Manual,1461.0,front
Audi A3,21461.0,24530.9,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,21972.0,8604.0,Diesel,1.0,1.0,85.0,Manual,1461.0,front
Audi A3,21974.0,6265.0,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,21450.0,12000.0,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,21375.0,33.0,Diesel,0.0,1.0,85.0,Manual,1461.0,front
Audi A3,22386.0,17783.9,Diesel,1.0,2.0,85.0,Manual,1461.0,front
Audi A3,22384.9,19979.9,Diesel,1.0,1.0,85.0,Manual,1461.0,front
Audi A3,20800.0,18000.0,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Unknown,22172.8,16748.9,Diesel,1.0,1.0,85.0,Manual,1461.0,front
Audi A3,21421.6,32822.9,Diesel,1.0,1.0,85.0,Manual,1461.0,front
Audi A3,21022.6,27356.9,Diesel,2.0,1.0,85.0,Manual,1461.0,front
Audi A3,20500.0,18000.0,Benzine,1.0,1.0,85.0,Manual,999.0,front
Unknown,21853.0,13500.0,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,21853.0,14999.0,Diesel,0.0,1.0,85.0,Manual,1598.0,front
Audi A3,20500.0,25883.9,Diesel,1.0,1.0,85.0,Manual,1461.0,front
Audi A3,20900.0,28109.9,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,20900.0,17719.9,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,21380.7,8000.0,Diesel,1.0,1.0,85.0,Manual,1461.0,front
Audi A3,20900.0,6746.0,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,20880.0,9376.0,Benzine,1.0,1.0,85.0,Manual,999.0,front
Audi A3,22215.4,21827.9,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,20800.0,20749.9,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,20400.0,8500.0,Benzine,1.0,1.0,85.0,Manual,999.0,front
Audi A3,20400.0,15574.0,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,22199.1,21087.9,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,21700.0,20918.9,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,22199.1,20556.9,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,21695.0,3800.0,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,22291.2,6750.0,Diesel,1.0,1.0,85.0,Manual,999.0,front
Audi A3,22301.4,14160.0,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A3,21762.0,6648.0,Benzine,1.0,1.0,85.0,Manual,1461.0,front
Audi A3,28595.4,36.0,Diesel,0.0,1.0,110.0,Automatic,1968.0,front
Audi A3,26990.0,25.0,Diesel,0.0,1.0,85.0,Automatic,1598.0,front
Audi A3,27300.0,15500.0,Benzine,0.0,1.0,85.0,Automatic,999.0,front
Audi A3,26950.0,5000.0,Diesel,0.0,1.0,85.0,Automatic,1461.0,front
Audi A3,27646.6,34.0,Diesel,0.0,1.0,110.0,Manual,1968.0,front
Audi A3,27109.5,10.0,Benzine,0.0,1.0,85.0,Automatic,999.0,front
Unknown,27099.3,5000.0,Benzine,0.0,1.0,85.0,Automatic,1461.0,front
Audi A3,28664.7,18999.9,Diesel,0.0,1.0,85.0,Automatic,1461.0,front
Unknown,26894.7,5000.0,Diesel,0.0,1.0,85.0,Automatic,1598.0,front
Audi A3,27705.3,10.0,Diesel,0.0,1.0,110.0,Automatic,1461.0,front
Unknown,25884.0,100.0,Diesel,0.0,1.0,85.0,Automatic,1461.0,front
Audi A3,25420.0,100.0,Benzine,0.0,1.0,85.0,Automatic,999.0,front
Audi A3,25053.3,1.0,Benzine,0.0,1.0,85.0,Automatic,999.0,front
Audi A3,24541.8,250.0,Benzine,0.0,1.0,85.0,Manual,1461.0,front
Audi A3,24900.0,5000.0,Diesel,0.0,1.0,85.0,Manual,1598.0,front
Audi A3,25544.3,201.0,Diesel,0.0,1.0,85.0,Manual,999.0,front
Unknown,26106.3,126.0,Benzine,0.0,1.0,85.0,Manual,999.0,front
Audi A3,24980.0,2890.0,Benzine,0.0,1.0,85.0,Manual,999.0,front
Audi A3,24935.6,44.0,Diesel,0.0,1.0,85.0,Manual,1598.0,front
Audi A3,23999.0,5000.0,Diesel,0.0,0.0,85.0,Manual,1461.0,front
Audi A3,24551.0,8500.0,Benzine,0.0,0.0,85.0,Manual,999.0,front
Audi A3,24000.0,10.0,Benzine,0.0,0.0,85.0,Manual,999.0,front
Audi A3,23999.0,6000.0,Diesel,0.0,1.0,85.0,Manual,999.0,front
Audi A3,26436.8,27.0,Diesel,0.0,1.0,85.0,Manual,1598.0,front
Audi A3,26436.8,26.0,Benzine,0.0,1.0,85.0,Manual,1461.0,front
Audi A3,24675.0,47.0,Diesel,2.0,1.0,85.0,Manual,1461.0,front
Audi A3,23452.3,31.0,Diesel,0.0,1.0,85.0,Manual,1598.0,front
Audi A3,22900.0,50.0,Diesel,0.0,1.0,85.0,Manual,999.0,front
Audi A3,23044.0,100.0,Diesel,0.0,1.0,85.0,Manual,999.0,front
Audi A3,24030.3,3700.0,Diesel,0.0,1.0,85.0,Manual,1461.0,front
Audi A3,23490.0,1794.0,Diesel,0.0,1.0,85.0,Manual,1598.0,front
Audi A3,25300.0,15500.0,Diesel,0.0,1.0,85.0,Manual,1598.0,front
Audi A3,25125.0,51.0,Diesel,0.0,0.0,85.0,Manual,1461.0,front
Audi A3,25574.0,102.0,Diesel,0.0,1.0,85.0,Manual,1461.0,front
Audi A3,26745.9,100.0,Benzine,0.0,1.0,110.0,Manual,1498.0,front
Audi A3,25564.8,5000.0,Benzine,0.0,1.0,85.0,Manual,999.0,front
Opel Astra,6000.0,259999.3,Diesel,3.0,1.0,100.0,Automatic,1598.0,front
Opel Astra,15323.5,56431.8,Diesel,3.0,1.0,100.0,Automatic,1598.0,front
Opel Astra,15000.0,44613.9,Diesel,2.0,1.0,110.0,Automatic,1399.0,front
Opel Astra,14980.0,57839.8,Diesel,2.0,1.0,85.0,Automatic,1461.0,front
Unknown,14999.0,10027.0,Benzine,3.0,2.0,110.0,Automatic,1399.0,front
Opel Astra,15900.0,83999.8,Diesel,3.0,1.0,110.0,Automatic,1461.0,front
Unknown,16347.5,35799.9,Benzine,1.0,2.0,110.0,Automatic,1399.0,front
Opel Astra,15980.0,12356.0,Diesel,1.0,1.0,77.0,Manual,1461.0,front
Opel Astra,16347.5,58677.8,Diesel,3.0,2.0,110.0,Automatic,1461.0,front
Opel Astra,15980.0,10700.0,Benzine,3.0,1.0,110.0,Automatic,1399.0,front
Opel Astra,15970.0,63999.8,Diesel,3.0,1.0,100.0,Automatic,1461.0,front
Opel Astra,15950.0,34470.9,Diesel,3.0,1.0,100.0,Automatic,1598.0,front
Opel Astra,16316.9,41899.9,Diesel,2.0,2.0,110.0,Automatic,1399.0,front
Opel Astra,16357.8,49989.9,Diesel,1.0,1.0,100.0,Automatic,1598.0,front
Opel Astra,17045.3,18400.0,Benzine,1.0,1.0,110.0,Automatic,1399.0,front
Opel Astra,15990.0,58150.8,Benzine,2.0,1.0,110.0,Manual,1399.0,front
Opel Astra,15990.0,88999.8,Benzine,2.0,1.0,110.0,Automatic,1399.0,front
Opel Astra,15790.0,18423.0,Diesel,2.0,1.0,100.0,Automatic,1598.0,front
Opel Astra,15770.0,62099.8,Benzine,2.0,1.0,110.0,Automatic,1399.0,front
Opel Astra,16112.3,40999.9,Diesel,3.0,2.0,110.0,Automatic,1399.0,front
Opel Astra,15790.0,13000.0,Benzine,1.0,1.0,110.0,Automatic,1399.0,front
Unknown,15750.0,47999.9,Benzine,3.0,1.0,110.0,Automatic,1399.0,front
Opel Astra,16291.3,41521.9,Benzine,2.0,1.0,110.0,Manual,1399.0,front
Opel Astra,15900.0,37620.9,Diesel,3.0,1.0,100.0,Automatic,1461.0,front
Unknown,15339.9,7309.0,Benzine,2.0,1.0,78.0,Automatic,999.0,front
Opel Astra,16265.7,67045.8,Diesel,3.0,1.0,100.0,Automatic,1598.0,front
Opel Astra,15334.8,27646.9,Benzine,3.0,1.0,110.0,Automatic,1399.0,front
Opel Astra,14990.0,40999.9,Benzine,3.0,2.0,103.0,Automatic,1364.0,front
Opel Astra,15324.5,30599.9,Diesel,2.0,1.0,85.0,Manual,1598.0,front
Opel Astra,14980.0,75247.8,Diesel,2.0,1.0,85.0,Automatic,1598.0,front
Opel Astra,15700.0,17515.9,Diesel,2.0,1.0,100.0,Automatic,1598.0,front
Opel Astra,16050.9,29219.9,Diesel,2.0,1.0,100.0,Automatic,1598.0,front
Opel Astra,15590.0,25999.9,Diesel,2.0,1.0,100.0,Automatic,1461.0,front
Opel Astra,15984.4,73998.8,Diesel,3.0,1.0,100.0,Automatic,1461.0,front
Opel Astra,15550.0,58999.8,Diesel,3.0,1.0,100.0,Automatic,1598.0,front
Opel Astra,15492.0,30599.9,Diesel,2.0,1.0,100.0,Automatic,1598.0,front
Opel Astra,15550.0,9858.0,Diesel,1.0,1.0,110.0,Automatic,1399.0,front
Opel Astra,15500.0,40299.9,Diesel,3.0,1.0,100.0,Automatic,1598.0,front
Opel Astra,15490.0,14542.0,Benzine,2.0,1.0,77.0,Manual,999.0,front
Opel Astra,15846.3,39749.9,Diesel,3.0,1.0,110.0,Automatic,1399.0,front
Unknown,15836.0,56586.8,Diesel,3.0,1.0,100.0,Automatic,1461.0,front
Opel Astra,15400.0,23144.9,Diesel,2.0,1.0,100.0,Manual,1461.0,front
Opel Astra,15599.7,67212.8,Diesel,2.0,1.0,100.0,Automatic,1461.0,front
Opel Astra,14950.0,67622.8,Diesel,2.0,1.0,100.0,Automatic,1461.0,front
Opel Astra,15293.8,13541.0,Diesel,2.0,1.0,100.0,Automatic,1461.0,front
Opel Astra,14950.0,76984.8,Diesel,2.0,1.0,100.0,Automatic,1598.0,front
Opel Astra,14950.0,23815.9,Diesel,1.0,1.0,77.0,Automatic,996.0,front
Opel Astra,14150.0,16000.0,Benzine,2.0,1.0,77.0,Manual,998.0,front
Opel Astra,15222.5,22299.9,Diesel,1.0,1.0,100.0,Automatic,1598.0,front
Unknown,14321.0,26199.9,Diesel,3.0,1.0,100.0,Automatic,1598.0,front
Opel Astra,14000.0,79999.8,Benzine,2.0,1.0,110.0,Automatic,1461.0,front
Opel Astra,14500.0,69999.8,Diesel,2.0,1.0,100.0,Automatic,1461.0,front
Unknown,14490.0,17251.9,Benzine,3.0,1.0,77.0,Automatic,999.0,front
Opel Astra,14490.0,46999.9,Diesel,1.0,1.0,100.0,Manual,1598.0,front
Opel Astra,14823.3,57910.8,Diesel,3.0,1.0,100.0,Automatic,1598.0,front
Opel Astra,14490.0,46999.9,Diesel,1.0,1.0,100.0,Automatic,1598.0,front
Opel Astra,15191.6,39150.9,Diesel,2.0,1.0,100.0,Automatic,1461.0,front
Opel Astra,14799.0,28999.9,Diesel,3.0,1.0,100.0,Automatic,1598.0,front
Opel Astra,15160.9,45799.9,Diesel,3.0,1.0,103.0,Automatic,1598.0,front
Opel Astra,14800.0,51585.8,Benzine,2.0,1.0,78.0,Automatic,999.0,front
Unknown,14740.0,4200.0,Benzine,2.0,1.0,85.0,Automatic,999.0,front
Opel Astra,14650.0,12738.0,Benzine,2.0,1.0,77.0,Automatic,999.0,front
Opel Astra,13830.3,30499.9,Benzine,3.0,2.0,103.0,Automatic,1364.0,front
Opel Astra,13980.0,79999.8,Benzine,3.0,1.0,85.0,Manual,1399.0,front
Opel Astra,14311.8,61999.8,Diesel,3.0,1.0,100.0,Automatic,1598.0,front
Opel Astra,14849.4,91841.8,Diesel,3.0,1.0,85.0,Automatic,1461.0,front
Unknown,14219.7,47041.9,Diesel,3.0,1.0,100.0,Manual,1598.0,front
Opel Astra,13890.0,73358.8,Diesel,3.0,1.0,100.0,Automatic,1598.0,front
Opel Astra,13800.0,31851.9,Diesel,2.0,1.0,85.0,Automatic,1598.0,front
Opel Astra,13490.0,100899.7,Benzine,3.0,1.0,110.0,Automatic,1399.0,front
Opel Astra,13650.0,86999.8,Diesel,2.0,1.0,100.0,Automatic,1598.0,front
Opel Astra,13600.0,44025.9,Diesel,3.0,1.0,77.0,Automatic,999.0,front
Opel Astra,14380.3,35999.9,Benzine,1.0,1.0,77.0,Automatic,999.0,front
Opel Astra,13699.0,98999.7,Diesel,3.0,1.0,100.0,Automatic,1461.0,front
Opel Astra,13490.0,38396.9,Benzine,3.0,1.0,77.0,Automatic,1461.0,front
Unknown,13401.3,104589.7,Diesel,3.0,1.0,100.0,Manual,1598.0,front
Opel Astra,12390.0,28556.9,Benzine,2.0,1.0,77.0,Automatic,998.0,front
Opel Astra,14066.3,35999.9,Diesel,3.0,2.0,100.0,Automatic,1598.0,front
Opel Astra,12572.7,72095.8,Diesel,2.0,2.0,100.0,Automatic,1461.0,front
Opel Astra,12634.1,69999.8,Diesel,2.0,1.0,77.0,Automatic,1461.0,front
Opel Astra,12163.5,133589.6,Diesel,3.0,1.0,100.0,Automatic,1598.0,front
Opel Astra,12632.1,96999.7,Diesel,2.0,1.0,100.0,Automatic,1598.0,front
